buller2,ind_weight,ind_month,ind_season,treatment_protocol
0,483,2022-11,Spring,AA11
0,481,2022-11,Spring,ANA10
0,508,2022-11,Spring,AA11
1,497,2022-11,Spring,AA11
0,417,2022-11,Spring,AA11
0,401,2022-11,Spring,AA11
1,461,2022-11,Spring,AA11
0,414,2022-11,Spring,AA11
0,432,2022-11,Spring,AA11
0,448,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
1,471,2022-11,Spring,ANA10
0,478,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
1,476,2022-11,Spring,AA11
0,446,2022-11,Spring,AA11
0,435,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,494,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
0,500,2022-11,Spring,AA11
0,479,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
1,439,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
0,437,2022-11,Spring,AA11
0,437,2022-11,Spring,AA11
0,449,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,443,2022-11,Spring,AA11
0,429,2022-11,Spring,AA11
0,444,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,433,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
0,462,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
1,437,2022-11,Spring,AA11
0,447,2022-11,Spring,AA11
0,443,2022-11,Spring,AA11
0,489,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,512,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,499,2022-11,Spring,AA11
0,466,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,444,2022-11,Spring,AA11
0,427,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,446,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
1,428,2022-11,Spring,ANA10
0,471,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
1,472,2022-11,Spring,ANA10
0,459,2022-11,Spring,AA11
1,463,2022-11,Spring,ANA10
0,486,2022-11,Spring,AA11
1,430,2022-11,Spring,AA11
1,447,2022-11,Spring,ANA10
1,456,2022-11,Spring,ANA10
0,434,2022-11,Spring,ANA10
1,432,2022-11,Spring,AA11
0,494,2022-11,Spring,AA11
1,440,2022-11,Spring,ANA10
1,432,2022-11,Spring,ANA10
0,467,2022-11,Spring,ANA10
0,455,2022-11,Spring,ANA10
1,478,2022-11,Spring,ANA10
1,465,2022-11,Spring,ANA10
0,403,2022-11,Spring,AA11
1,444,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
1,441,2022-11,Spring,AA11
1,445,2022-11,Spring,AA11
0,432,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,419,2022-11,Spring,AA11
0,424,2022-11,Spring,AA11
1,424,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,420,2022-11,Spring,AA11
0,430,2022-11,Spring,AA11
0,424,2022-11,Spring,AA11
0,435,2022-11,Spring,AA11
0,432,2022-11,Spring,AA11
0,438,2022-11,Spring,AA11
1,443,2022-11,Spring,ANA10
0,499,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
1,440,2022-11,Spring,ANA10
1,500,2022-11,Spring,ANA10
1,492,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,498,2022-11,Spring,AA11
0,514,2022-11,Spring,AA11
0,516,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
1,489,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
1,496,2022-11,Spring,AA11
0,498,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
0,479,2022-11,Spring,AA11
1,510,2022-11,Spring,ANA10
0,497,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
1,494,2022-11,Spring,AA11
1,504,2022-11,Spring,ANA10
0,496,2022-11,Spring,AA11
1,493,2022-11,Spring,AA11
1,494,2022-11,Spring,ANA10
0,496,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,514,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,496,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,480,2022-11,Spring,AA11
0,497,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,404,2022-11,Spring,AA11
0,417,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
1,438,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,489,2022-11,Spring,AA11
1,483,2022-11,Spring,AA11
0,482,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,508,2022-11,Spring,AA11
0,524,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,498,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,459,2022-11,Spring,AA11
1,458,2022-11,Spring,AA11
1,479,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,408,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,440,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
1,461,2022-11,Spring,AA11
0,420,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,434,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
1,477,2022-11,Spring,AA11
0,484,2022-11,Spring,AA11
0,498,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,429,2022-11,Spring,AA11
1,428,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,448,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,429,2022-11,Spring,AA11
0,434,2022-11,Spring,AA11
1,497,2022-11,Spring,AA11
0,421,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,443,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,512,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,510,2022-11,Spring,AA11
0,508,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,520,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
1,499,2022-11,Spring,AA11
0,491,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,491,2022-11,Spring,AA11
1,419,2022-11,Spring,AA11
0,488,2022-11,Spring,AA11
0,422,2022-11,Spring,AA11
0,467,2022-11,Spring,ANA10
0,469,2022-11,Spring,AA11
1,496,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,508,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
0,455,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,475,2022-11,Spring,AA11
0,462,2022-11,Spring,AA11
0,508,2022-11,Spring,AA11
0,500,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
0,480,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
0,520,2022-11,Spring,AA11
1,469,2022-11,Spring,AA11
0,458,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
1,502,2022-11,Spring,ANA10
0,470,2022-11,Spring,AA11
1,471,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
0,465,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,512,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
1,479,2022-11,Spring,AA11
0,465,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
0,479,2022-11,Spring,AA11
1,439,2022-11,Spring,AA11
0,516,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,475,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
1,428,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
1,468,2022-11,Spring,ANA10
0,506,2022-11,Spring,AA11
1,484,2022-11,Spring,ANA10
0,479,2022-11,Spring,ANA10
1,442,2022-11,Spring,ANA10
1,481,2022-11,Spring,ANA10
0,458,2022-11,Spring,AA11
0,496,2022-11,Spring,AA11
0,449,2022-11,Spring,AA11
0,438,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,489,2022-11,Spring,AA11
0,448,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,498,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,496,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,494,2022-11,Spring,AA11
0,500,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
1,481,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
1,471,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,421,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,499,2022-11,Spring,AA11
1,490,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
0,488,2022-11,Spring,AA11
0,510,2022-11,Spring,AA11
0,417,2022-11,Spring,AA11
0,484,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
0,491,2022-11,Spring,AA11
0,455,2022-11,Spring,AA11
1,466,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
0,496,2022-11,Spring,AA11
1,438,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
1,433,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
1,460,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
0,494,2022-11,Spring,AA11
1,496,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,510,2022-11,Spring,AA11
0,448,2022-11,Spring,AA11
0,488,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
1,512,2022-11,Spring,AA11
0,458,2022-11,Spring,AA11
0,462,2022-11,Spring,AA11
0,428,2022-11,Spring,AA11
0,526,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,459,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,432,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,488,2022-11,Spring,AA11
0,482,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
1,504,2022-11,Spring,ANA10
0,470,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
1,483,2022-11,Spring,ANA10
0,443,2022-11,Spring,AA11
0,490,2022-11,Spring,AA11
0,475,2022-11,Spring,AA11
1,490,2022-11,Spring,ANA10
1,464,2022-11,Spring,AA11
0,453,2022-11,Spring,ANA10
1,422,2022-11,Spring,ANA10
1,499,2022-11,Spring,ANA10
1,453,2022-11,Spring,ANA10
0,418,2022-11,Spring,Control
0,418,2022-11,Spring,Control
0,415,2022-11,Spring,Control
0,404,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,418,2022-11,Spring,Control
0,457,2022-11,Spring,Control
0,410,2022-11,Spring,Control
0,386,2022-11,Spring,Control
0,384,2022-11,Spring,Control
0,406,2022-11,Spring,Control
0,409,2022-11,Spring,Control
0,400,2022-11,Spring,Control
0,410,2022-11,Spring,Control
0,396,2022-11,Spring,Control
0,444,2022-11,Spring,Control
0,398,2022-11,Spring,Control
0,403,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,413,2022-11,Spring,Control
0,412,2022-11,Spring,Control
0,407,2022-11,Spring,Control
0,388,2022-11,Spring,Control
0,408,2022-11,Spring,Control
0,398,2022-11,Spring,Control
0,418,2022-11,Spring,Control
0,403,2022-11,Spring,Control
0,393,2022-11,Spring,Control
0,409,2022-11,Spring,Control
0,408,2022-11,Spring,Control
0,415,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,414,2022-11,Spring,Control
0,411,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,380,2022-11,Spring,Control
0,387,2022-11,Spring,Control
0,416,2022-11,Spring,Control
0,396,2022-11,Spring,Control
0,398,2022-11,Spring,Control
0,401,2022-11,Spring,Control
0,384,2022-11,Spring,Control
0,410,2022-11,Spring,Control
0,407,2022-11,Spring,Control
0,398,2022-11,Spring,Control
0,415,2022-11,Spring,Control
0,418,2022-11,Spring,Control
0,406,2022-11,Spring,Control
0,397,2022-11,Spring,Control
0,422,2022-11,Spring,Control
0,380,2022-11,Spring,Control
0,417,2022-11,Spring,Control
0,413,2022-11,Spring,Control
0,389,2022-11,Spring,Control
0,382,2022-11,Spring,Control
0,394,2022-11,Spring,Control
0,378,2022-11,Spring,Control
0,385,2022-11,Spring,Control
0,380,2022-11,Spring,Control
0,382,2022-11,Spring,Control
0,467,2022-11,Spring,AA11
1,455,2022-11,Spring,AA11
1,457,2022-11,Spring,ANA10
0,461,2022-11,Spring,AA11
1,469,2022-11,Spring,ANA10
0,465,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
0,424,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,473,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
0,453,2022-11,Spring,AA11
0,438,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
1,445,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
0,424,2022-11,Spring,AA11
0,421,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,510,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,510,2022-11,Spring,AA11
1,464,2022-11,Spring,AA11
1,431,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
1,518,2022-11,Spring,AA11
0,480,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,506,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
1,447,2022-11,Spring,AA11
0,493,2022-11,Spring,AA11
0,441,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,534,2022-11,Spring,AA11
1,510,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
0,444,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
1,440,2022-11,Spring,AA11
1,473,2022-11,Spring,AA11
0,512,2022-11,Spring,AA11
1,524,2022-11,Spring,AA11
0,435,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
0,472,2022-11,Spring,AA11
0,420,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,434,2022-11,Spring,AA11
0,420,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,500,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,455,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,472,2022-11,Spring,ANA10
1,447,2022-11,Spring,AA11
0,433,2022-11,Spring,AA11
1,474,2022-11,Spring,ANA10
0,489,2022-11,Spring,AA11
1,458,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,449,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
1,445,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
1,448,2022-11,Spring,ANA10
0,422,2022-11,Spring,AA11
0,489,2022-11,Spring,AA11
1,458,2022-11,Spring,AA11
1,463,2022-11,Spring,AA11
0,487,2022-11,Spring,AA11
0,436,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
1,448,2022-11,Spring,AA11
0,443,2022-11,Spring,AA11
1,444,2022-11,Spring,ANA10
1,439,2022-11,Spring,ANA10
0,442,2022-11,Spring,AA11
0,440,2022-11,Spring,AA11
0,451,2022-11,Spring,AA11
0,420,2022-11,Spring,AA11
1,422,2022-11,Spring,AA11
1,477,2022-11,Spring,AA11
1,455,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,438,2022-11,Spring,AA11
0,440,2022-11,Spring,AA11
1,433,2022-11,Spring,AA11
1,483,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,429,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
0,445,2022-11,Spring,AA11
1,476,2022-11,Spring,AA11
0,458,2022-11,Spring,AA11
0,477,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
1,447,2022-11,Spring,AA11
0,491,2022-11,Spring,AA11
1,451,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
1,451,2022-11,Spring,AA11
0,469,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,482,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,495,2022-11,Spring,AA11
0,480,2022-11,Spring,AA11
1,498,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
1,486,2022-11,Spring,AA11
0,421,2022-11,Spring,AA11
0,467,2022-11,Spring,AA11
0,485,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,454,2022-11,Spring,AA11
1,522,2022-11,Spring,AA11
1,470,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,430,2022-11,Spring,AA11
0,514,2022-11,Spring,AA11
0,514,2022-11,Spring,AA11
1,421,2022-11,Spring,AA11
0,460,2022-11,Spring,AA11
0,443,2022-11,Spring,AA11
0,449,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
1,453,2022-11,Spring,AA11
1,453,2022-11,Spring,AA11
1,430,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
0,520,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,462,2022-11,Spring,AA11
0,518,2022-11,Spring,AA11
0,481,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,548,2022-11,Spring,AA11
0,447,2022-11,Spring,AA11
0,502,2022-11,Spring,AA11
1,478,2022-11,Spring,AA11
0,482,2022-11,Spring,AA11
0,496,2022-11,Spring,AA11
0,468,2022-11,Spring,AA11
0,444,2022-11,Spring,AA11
0,433,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,480,2022-11,Spring,AA11
0,447,2022-11,Spring,AA11
0,504,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
1,456,2022-11,Spring,AA11
0,512,2022-11,Spring,AA11
0,492,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,479,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,470,2022-11,Spring,AA11
0,456,2022-11,Spring,AA11
1,450,2022-11,Spring,AA11
0,442,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,444,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
0,450,2022-11,Spring,AA11
0,478,2022-11,Spring,AA11
0,440,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
0,426,2022-11,Spring,ANA10
0,472,2022-11,Spring,AA11
0,463,2022-11,Spring,AA11
0,452,2022-11,Spring,AA11
0,491,2022-11,Spring,AA11
0,435,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,465,2022-11,Spring,AA11
0,464,2022-11,Spring,AA11
0,465,2022-11,Spring,AA11
0,476,2022-11,Spring,AA11
0,483,2022-11,Spring,AA11
0,466,2022-11,Spring,AA11
0,446,2022-11,Spring,AA11
0,421,2022-11,Spring,AA11
0,425,2022-11,Spring,AA11
0,440,2022-11,Spring,AA11
1,452,2022-11,Spring,AA11
0,457,2022-11,Spring,AA11
0,474,2022-11,Spring,AA11
0,423,2022-11,Spring,AA11
0,458,2022-11,Spring,AA11
0,431,2022-11,Spring,AA11
0,429,2022-11,Spring,AA11
0,471,2022-11,Spring,AA11
1,510,2022-11,Spring,AA11
0,439,2022-11,Spring,AA11
0,486,2022-11,Spring,AA11
1,471,2022-11,Spring,ANA10
1,455,2022-11,Spring,ANA10
0,455,2022-11,Spring,AA11
1,462,2022-11,Spring,AA11
1,442,2022-11,Spring,AA11
1,447,2022-11,Spring,AA11
0,482,2022-11,Spring,AA11
0,461,2022-11,Spring,AA11
1,480,2022-11,Spring,AA11
1,489,2022-11,Spring,ANA10
1,473,2022-11,Spring,ANA10
0,458,2022-11,Spring,ANA10
1,462,2022-11,Spring,ANA10
1,438,2022-11,Spring,ANA10
1,426,2022-11,Spring,ANA10
1,423,2022-11,Spring,ANA10
1,434,2022-11,Spring,ANA10
1,436,2022-11,Spring,ANA10
1,465,2022-12,Summer,AA11
1,476,2022-12,Summer,AA11
1,452,2022-12,Summer,ANA10
0,435,2022-12,Summer,AA11
0,439,2022-12,Summer,AA11
0,479,2022-12,Summer,AA11
0,434,2022-12,Summer,AA11
0,452,2022-12,Summer,AA11
0,442,2022-12,Summer,AA11
0,439,2022-12,Summer,AA11
0,437,2022-12,Summer,AA11
1,471,2022-12,Summer,AA11
0,452,2022-12,Summer,AA11
1,461,2022-12,Summer,AA11
0,444,2022-12,Summer,AA11
0,454,2022-12,Summer,AA11
0,457,2022-12,Summer,AA11
0,461,2022-12,Summer,AA11
0,447,2022-12,Summer,AA11
0,430,2022-12,Summer,AA11
1,456,2022-12,Summer,AA11
0,463,2022-12,Summer,AA11
0,441,2022-12,Summer,AA11
0,449,2022-12,Summer,AA11
0,449,2022-12,Summer,AA11
0,456,2022-12,Summer,AA11
0,435,2022-12,Summer,AA11
1,435,2022-12,Summer,ANA10
1,462,2022-12,Summer,AA11
0,457,2022-12,Summer,AA11
0,465,2022-12,Summer,AA11
1,455,2022-12,Summer,ANA10
1,454,2022-12,Summer,AA11
1,485,2022-12,Summer,ANA10
0,457,2022-12,Summer,AA11
0,476,2022-12,Summer,AA11
0,429,2022-12,Summer,AA11
0,479,2022-12,Summer,AA11
0,455,2022-12,Summer,AA11
0,457,2022-12,Summer,AA11
0,456,2022-12,Summer,AA11
0,433,2022-12,Summer,AA11
0,434,2022-12,Summer,AA11
0,463,2022-12,Summer,AA11
0,484,2022-12,Summer,AA11
1,468,2022-12,Summer,AA11
0,465,2022-12,Summer,AA11
0,474,2022-12,Summer,AA11
0,463,2022-12,Summer,AA11
0,434,2022-12,Summer,AA11
0,510,2022-12,Summer,AA11
0,447,2022-12,Summer,AA11
0,430,2022-12,Summer,AA11
0,464,2022-12,Summer,AA11
1,470,2022-12,Summer,AA11
0,461,2022-12,Summer,AA11
1,481,2022-12,Summer,ANA10
0,445,2022-12,Summer,AA11
1,508,2022-12,Summer,AA11
0,512,2022-12,Summer,AA11
0,454,2022-12,Summer,ANA10
1,506,2022-12,Summer,ANA10
1,430,2022-12,Summer,ANA10
1,500,2022-12,Summer,AA11
1,438,2022-12,Summer,AA11
1,450,2022-12,Summer,AA11
1,463,2022-12,Summer,AA11
1,459,2022-12,Summer,AA11
0,442,2022-12,Summer,AA11
0,436,2022-12,Summer,AA11
1,447,2022-12,Summer,AA11
0,455,2022-12,Summer,AA11
0,495,2022-12,Summer,AA11
0,450,2022-12,Summer,AA11
0,454,2022-12,Summer,AA11
0,512,2022-12,Summer,AA11
0,468,2022-12,Summer,AA11
0,440,2022-12,Summer,AA11
0,470,2022-12,Summer,AA11
0,437,2022-12,Summer,AA11
0,459,2022-12,Summer,AA11
0,477,2022-12,Summer,AA11
0,453,2022-12,Summer,AA11
1,487,2022-12,Summer,AA11
1,483,2022-12,Summer,AA11
0,457,2022-12,Summer,AA11
0,468,2022-12,Summer,AA11
0,468,2022-12,Summer,AA11
0,434,2022-12,Summer,AA11
0,433,2022-12,Summer,AA11
1,465,2022-12,Summer,AA11
0,458,2022-12,Summer,AA11
0,491,2022-12,Summer,AA11
0,485,2022-12,Summer,AA11
0,499,2022-12,Summer,AA11
0,502,2022-12,Summer,AA11
0,481,2022-12,Summer,AA11
1,445,2022-12,Summer,AA11
0,448,2022-12,Summer,AA11
0,440,2022-12,Summer,AA11
0,437,2022-12,Summer,AA11
1,493,2022-12,Summer,AA11
0,442,2022-12,Summer,AA11
0,460,2022-12,Summer,AA11
0,446,2022-12,Summer,AA11
0,466,2022-12,Summer,AA11
0,430,2022-12,Summer,AA11
0,438,2022-12,Summer,AA11
0,493,2022-12,Summer,AA11
1,466,2022-12,Summer,AA11
0,472,2022-12,Summer,AA11
0,444,2022-12,Summer,AA11
0,464,2022-12,Summer,AA11
0,450,2022-12,Summer,AA11
0,473,2022-12,Summer,AA11
0,447,2022-12,Summer,AA11
0,480,2022-12,Summer,AA11
0,462,2022-12,Summer,AA11
0,473,2022-12,Summer,AA11
0,463,2022-12,Summer,AA11
